count	action	text	source
1	open	52537:1bf15c The subVI is currently in interactive retrieval mode for datalogging, so this VI cannot use it to run. Open the subVI's front panel and change back to edit or run mode.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1173
1	open	528291:3c96e0 try to open the file	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1184
1	open	54032:1dc718 try to open the file	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1204
1	open	595956:e38fc try to open the file	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1275
1	open	64566:49107e mirefnum is the reference number of the open file. The value is Not A Refnum if the file cannot be opened.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:792
1	open	64649:4929e5 File Already Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:794
1	open	64655:492a4b Too Many Files Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:795
1	open	64684:492c83 Can't Open Device	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:796
1	open	64693:492d10 File Already Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:797
1	open	64699:492d76 Too Many Files Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:798
1	open	64728:492fae Can't Open Device	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:799
1	open	65119:49a6c3 refnum is the reference number of the open file. The value is Not A Refnum if the file cannot be opened.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:802
1	open	65143:49aa7c Open File+.vie File	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:803
1	open	65146:49abcd try to open the fileM	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:804
1	open	65147:49ac65 Open File+.vi:File DialogiD	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:805
1	open	65151:49adbc Open File+.vi:File Dialogc	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:806
1	open	65152:49adf0 Open File+.vi:Open File]	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:807
1	open	65180:49b1f3 Open File+.vi:File DialogPTH0	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:812
1	open	65182:49b222 Open File+.vi:Open File	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:813
1	open	65184:49b243 Open File+.vi:File DialogPTH0	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:814
1	open	65693:4a35cd 051refnum is the reference number of the open file.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:836
1	open	65913:4a6e3c refnum is the reference number of the open file.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:837
1	open	66086:4a9de7 51refnum is the reference number of the open file.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:838
1	open	66183:4ab93a File Already Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:839
1	open	66189:4ab9a0 Too Many Files Open	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:840
1	open	66218:4abbd8 Can't Open Device	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:841
1	open	66485:4af8b1 refnum is the reference number of the open file.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:842
1	open	67564:4cda4a GPIB EARG: Invalid argument or arguments.bLabVIEW: File already open.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:849
1	open	67570:4cdbfb GPIB EOIP: New I/O attempted with old I/O in progress.9LabVIEW: Too many files open.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:850
1	open	67592:4ce162 LabVIEW: Device unit error.NLabVIEW: Can't open device.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:851
1	open	67798:4d33e6 open or create file4	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:854
1	open	67813:4d3b0e open or create file$	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:855
1	open	67814:4d3b28 open or create file	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:856
1	open	68021:4d5e63 open or create file `0	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:859
1	open	68084:4d68ac open or create fileMD	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:863
1	open	85260:5ed14a Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:1065
1	open	85297:5ed3ed Open Serial Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:1070
1	open	Atlas\Shared\Cal-Test\LC103\Source\lv8\103f_cal.llb\Open File+.vi (Open File+.vi)	/Users/<user>/LC103/software_decompile_2026-02-24/strings/Source_lv8_warnings.txt.strings.txt:47
1	open	Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.`	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_FINAL_CAL_PROMPT_REBUILD.md:79
1	open	HIT@88812 CTX@88813: 57ad07 Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.MD	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:879
1	open	HIT@88813 CTX@88813: 57ad07 Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.MD	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:883
1	open	HIT@88818 CTX@88818: 57ae6e RCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.s	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:888
1	open	HIT@88819 CTX@88818: 57ae6e RCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.s	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:892
1	open	HIT@88855 CTX@88856: 57b20c 'Last known LC103 Software Rev. is: VERRCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:924
1	open	HIT@88855 CTX@88857: 57b288 Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:925
1	open	HIT@88856 CTX@88856: 57b20c 'Last known LC103 Software Rev. is: VERRCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:928
1	open	HIT@88856 CTX@88857: 57b288 Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:929
1	open	HIT@88857 CTX@88856: 57b20c 'Last known LC103 Software Rev. is: VERRCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:932
1	open	HIT@88857 CTX@88857: 57b288 Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:933
1	open	HIT@88858 CTX@88856: 57b20c 'Last known LC103 Software Rev. is: VERRCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:936
1	open	HIT@88858 CTX@88857: 57b288 Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:937
1	open	HIT@88859 CTX@88857: 57b288 Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:941
1	open	L88813: `Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.MD`	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.md:38
1	open	L88818: `RCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.s`	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.md:39
1	open	L88856: `'Last known LC103 Software Rev. is: VERRCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.`	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.md:44
1	open	L88857: `Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.`	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.md:45
1	open	Name the VI:3Choose a directory of VIs or VI library to compile:+Please find the file of type %4c named "%p"CChoose a picture file to open (it will be placed on the clipboard):	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt:319
1	open	SOFTWARE REV. 57ad07 workflow_prompt Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.MD	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/LC103_COMMAND_RESPONSE_TABLE_CANDIDATES.tsv:173
1	open	SOFTWARE REV. 57ae6e workflow_prompt RCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.s	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/LC103_COMMAND_RESPONSE_TABLE_CANDIDATES.tsv:174
1	open	SOFTWARE REV. 57b20c workflow_prompt 'Last known LC103 Software Rev. is: VERRCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/LC103_COMMAND_RESPONSE_TABLE_CANDIDATES.tsv:182
1	open	SOFTWARE REV. 57b288 workflow_prompt Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/LC103_COMMAND_RESPONSE_TABLE_CANDIDATES.tsv:183
1	open	e 1292B0.zlib 845402 zlib compressed data serpOpen.vi;Open Serial Driver.vi; CALSET.VI;CALSET.VI;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:209
1	open	e 12935C.zlib 845230 zlib compressed data serpOpen.vi;Open Serial Driver.vi; CALSET.VI;CALSET.VI;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:211
1	open	e 1299F4.zlib 843542 zlib compressed data Open Serial Driver.vi;Open Serial Driver.vi; CALSET.VI;CALSET.VI;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:213
1	open	e 129B98.zlib 843122 zlib compressed data Open Serial Driver.vi;Open Serial Driver.vi; CALSET.VI;CALSET.VI;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:215
1	open	e 12A324.zlib 841190 zlib compressed data Open Serial Driver.vi;serpOpen.vi; CALSET.VI;CALSET.VI;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:217
1	open	e 12A86C.zlib 839838 zlib compressed data Open Serial Driver.vi;Serial Port Init.vi; CALSET.VI;CALSET.VI;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:219
1	open	e 12B7A0.zlib 835946 zlib compressed data Open Serial Driver.vi;Serial Port Init.vi; CALSET.VI;CALSET.VI;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:221
1	open	e 12CCA8.zlib 830562 zlib compressed data Serial Port Init.vi;Open Serial Driver.viPTH0; CALSET.VI;CALSET.VI;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:227
1	open	e 12DB68 6901 data Open Serial Driver.vi;Serial Port Buffer Size.vi;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:228
1	open	e 12ED8C.zlib 822142 zlib compressed data Serial Port Write.vi;Open Serial Driver.viPTH0; CALSET.VI;CALSET.VI;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:233
1	open	e 12F528.zlib 820194 zlib compressed data Serial Port Write.vi;Open Serial Driver.viPTH0; CALSET.VI;CALSET.VI;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:237
1	open	e 12FC40 3392 data Open Serial Driver.vi;serpConfig.vi;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:238
1	open	e 130A58.zlib 814770 zlib compressed data Serial Port Read.vi;Open Serial Driver.viPTH0; CALSET.VI;CALSET.VI;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:243
1	open	e 131274.zlib 812694 zlib compressed data Serial Port Read.vi;Open Serial Driver.viPTH0; CALSET.VI;CALSET.VI;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:247
1	open	e 131A78 4231 data Open Serial Driver.vi;serpConfig.vi;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:248
1	open	e 132978.zlib 806802 zlib compressed data Bytes At Serial Port.vi;Open Serial Driver.viPTH0; CALSET.VI;CALSET.VI;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:253
1	open	e 1332AC.zlib 804446 zlib compressed data Bytes At Serial Port.vi;Open Serial Driver.viPTH0; CALSET.VI;CALSET.VI;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:257
1	open	e 133980 4716 data Open Serial Driver.vi;serpConfig.vi;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:258
1	open	e 19E064 2938 data Open File+.vi:EOF;Open File+.vi:File DialogPTH0;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:502
1	open	e 19FEB0.zlib 359002 zlib compressed data Open File+.vi;Open File+.vi; Find First Error.vi;Find First Error.vi;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:507
1	open	e 1A0B9C.zlib 355694 zlib compressed data Open File+.vi;Find First Error.vi; Find First Error.vi;Find First Error.vi;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:509
1	open	e 1A270C.zlib 348670 zlib compressed data Open File+.vi;Find First Error.vi; Find First Error.vi;Find First Error.vi;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:511
1	open	e 1D6028 14943 data Read File+ (string).vi;Open File+.vi; General Error Handler.vi;error;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:670
1	open	e 1EF8D0.zlib 32826 zlib compressed data 103FINAL.VI;Open/Create/Replace File.vi; Error Flag;Error Message;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:711
1	open	e 1F3168.zlib 18338 zlib compressed data 103FINAL.VI;Open/Create/Replace File.vi; Error Flag;Error Message;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:713
1	open	stage:Software Rev. Check 88813 Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.MD	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:14
1	open	stage:Software Rev. Check 88818 RCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.s	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:15
1	open	stage:Software Rev. Check 88856 'Last known LC103 Software Rev. is: VERRCouldn't open the Software Rev. file. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:20
1	open	stage:Software Rev. Check 88857 Couldn't open the Software Rev. file. Please set the Software Rev. manually on the front panel. Place the flopply disk in the computer NOW.	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv:21
1	close	e 1A4964.zlib 339878 zlib compressed data Find First Error.vi;Close File+.vi; Find First Error.vi;Find First Error.viPTH0;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:519
1	close	e 1A555C.zlib 336814 zlib compressed data Find First Error.vi;Close File+.vi; Find First Error.vi;Find First Error.viPTH0;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:521
1	close	e 1A5E24 1023 data ,Close File+.vi:EOF;Close File+.vi:Close File;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:522
1	close	e 1A5E24.zlib 334566 zlib compressed data Close File+.vi;Find First Error.vi; Find First Error.viPTH0;Find First Error.vi;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:523
1	close	e 1A603C.zlib 334030 zlib compressed data Find First Error.vi;Close File+.vi; Find First Error.vi;QCloses the file on command or when in incoming error occurs and returns the file size at closure.;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:525
1	close	e 1A6E88 8789 data close on error in;close on error in;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:526
1	close	e 1A6E88.zlib 330370 zlib compressed data Close File+.vi;Find First Error.vi; Find First Error.viPTH0;Find First Error.vi;	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv:527
