token	count	example_source
d30	363	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3529
found.	363	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:122
yx	363	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:621
a552	362	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:73962
ndrpointermarshall	362	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:17884
x2000	362	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:51078
pbvar1	360	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:52025
afstack_1884c	360	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:273042
level	360	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:349686
wd	360	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2948
descripter	360	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:66189
support	359	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:47597
xd8a0	358	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:51029
final.vi	358	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:1206
menu	358	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:75
some	358	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:93
dir	358	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:46196
ws	357	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:6299
qwwww	357	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52978
codeu	357	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:361152
d4e	356	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:5095
possible	356	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:846
local_16	355	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:101
param_1._2_2_	355	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_LVDEVICE_DLL_decomp_full.txt:46
aa40	355	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:8477
a0e40	355	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:22662
specify	354	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:159
how	354	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:240
td	354	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1130
zyqrhh	354	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:362121
dc6	353	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2083
x47	353	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:18201
t3	353	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:4840
get	353	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:46196
le	351	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:2
x5	351	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:102775
currently	351	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:89
et	351	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1873
jt	351	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2391
sp	351	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:16063
ffa	350	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:4965
xc0	350	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4767
cdecl	350	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:36245
pivar18	350	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:258242
writes	349	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:860
c44	348	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:187
c90	348	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:1372
ac3	348	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:14520
x8980	348	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:250
two	348	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
dp	348	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:4128
th	348	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:6121
also	348	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:48292
etc.	348	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52518
ist_wt_a.viw	348	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:79441
e36	347	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2596
source_lv3_1_103f_cal.llb.strings.txt	347	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_FINAL_CAL_PROMPT_REBUILD.md:286
f76	346	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:7780
a7f0	346	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:16613
x6658	346	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:69723
fun_21082350	346	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:103464
allocate	346	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:152291
dest	345	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:145125
jx	345	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:759
ox	345	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:4113
a90	344	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:12434
da1	344	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2336
dc4	344	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:5256
a3a67	344	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:80129
x06	344	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:17759
fvar9	344	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:114963
when?	344	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:100602
may	343	/Users/<user>/LC103/2026-02-24_full_decompile_run2/DECOMPILE_SUMMARY.md:34
aa2	343	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2319
nt	343	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:3662
ce9	342	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2682
a37a3	342	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:80053
param_25	342	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:3983
xa4	342	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4636
s__s__s__s__2120a584	342	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:145388
s_ssassert_2120a5c4	342	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:145388
enough	342	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:91
j0	342	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2218
rc5	342	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:492043
fb2	341	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_calls_full.csv:59
c70	340	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:192
b5f	340	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:7722
dvar15	340	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:61790
twrm	340	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:145389
b2f	339	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2232
d91	339	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2425
and/or	339	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:635
o0	339	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:1723
ur	339	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:3682
fqfu	339	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:34934
xlifp	339	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:58861
source4	339	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:59884
baa	338	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_calls_full.csv:294
xa1	338	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:27570
s_j__drvsrc_all_nidaq_e_series_wal_212090e8	338	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:141436
match	338	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:280046
bd9	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_calls_full.csv:555
a0b	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2407
e3e1c	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:41233
x6e	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:24286
xa3	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:27689
xd8d3	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:36861
xd3	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:55867
pfvar5	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:176473
pdvar12	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:195469
readobliviously	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:231192
writeobliviously	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:231275
ch	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:873
l3	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:3608
ry	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:5879
k3	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:6069
done?	336	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:81233
fpanel	335	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:874
io	335	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:234
f43	334	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:406
fc91	334	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:1812
cc5	334	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:1908
e3b0	334	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3186
s_nodeid_	334	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:145389
nodeid_	334	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:145389
k_2120a5d0	334	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:145389
x292c	334	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:265214
uses	334	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:57213
ad7	333	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:843
e2e	333	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:7507
xc9	333	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:178
py	333	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:113
ah	333	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:136
pg	333	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:157
sd	333	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2136
yp	333	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2268
vv	333	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2814
terminate	333	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:55601
a27	332	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:374
db1	332	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:729
f92	332	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2255
d4b	332	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3588
af0	332	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3918
c2b	332	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:5246
zv	332	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:391
readings	332	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:97461
bc0	331	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:5244
a75	331	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:8806
b2e	331	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:9204
mapping	331	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:848
pop-up	331	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:361417
gives	331	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:361417
bvar9	330	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:2370
a08	330	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:11992
e62	330	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2431
bff	330	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:26591
ndrpointerbuffersize	330	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:17863
fvar11	330	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:135630
x.	330	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2115
i3	330	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:7559
configure	330	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:48180
sources	330	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52467
bus4	330	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:56312
lvcclbvw	330	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:59223
dthpd	330	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:361438
bvar10	329	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_LVDEVICE_DLL_decomp_full.txt:838
f9f	329	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:3414
f0f	329	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:5268
ca9	329	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:8424
getting	329	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:848
b98	328	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:175
fcc	328	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:508
d8880	328	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:9531
structure	328	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_functions_full.csv:5459
power	328	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
b1c	327	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:980
e7f	327	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2088
sw	327	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:4031
se	327	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:4159
f4c	326	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:880
fef	326	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:2097
b8f	326	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:5096
lvar4	326	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:50426
fun_2104a4d0	326	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:59889
vals	326	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:1055
a3a0	325	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_calls_full.csv:65
f44	325	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:8671
xpth0	325	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:1199
faf	324	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:1021
cee	324	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:4929
e09	324	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_calls_full.csv:5886
local_a8	324	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:96989
pdvar21	324	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:191887
seek	324	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:230911
go	324	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:279982
mp	324	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:321
dq	324	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:2349
qs	324	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:4085
